Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
264,Square Picnic Table,Metal,Metal,38 AVENUE NW,6280,GREENVIEW,WARD 11,53.4739931558911,-113.429075091494,"(53.4739931558911, -113.429075091494)"
46,Square Picnic Table,Concrete,Aggregate,167 STREET NW,4140,ELMWOOD,WARD 05,53.5153265405912,-113.608464991453,"(53.5153265405912, -113.608464991453)"
14,Square Picnic Table,Wood,Metal,187 STREET NW,4380,ORMSBY PLACE,WARD 05,53.4991988672617,-113.642168292308,"(53.4991988672617, -113.642168292308)"
852,Square Picnic Table,Wood,Aggregate,84 STREET NW,6492,MILL CREEK RAVINE SOUTH,WARD 11,53.5056456565372,-113.458837158143,"(53.5056456565372, -113.458837158143)"
228,Square Picnic Table,Wood,Aggregate,42 AVENUE NW,6760,TWEDDLE PLACE,WARD 11,53.4770638329726,-113.456049748583,"(53.4770638329726, -113.456049748583)"
99,Square Picnic Table,Wood,Metal,ASPEN DRIVE WEST NW,5560,WHITEMUD CREEK RAVINE SOUTH,WARD 10,53.4786052125106,-113.554689641081,"(53.4786052125106, -113.554689641081)"
766,Square Picnic Table,Wood,Aggregate,59 STREET NW,2530,MCLEOD,WARD 04,53.6096306865828,-113.431163349345,"(53.6096306865828, -113.431163349345)"
274,Square Picnic Table,Wood,Wood,121 AVENUE NW,2560,NEWTON,WARD 07,53.5758354082264,-113.427377898873,"(53.5758354082264, -113.427377898873)"
215,Square Picnic Table,Wood,Aggregate,ROWLAND ROAD NW,6630,RIVER VALLEY RIVERSIDE,WARD 08,53.5497336916497,-113.464601467525,"(53.5497336916497, -113.464601467525)"
52,Square Picnic Table,Wood,Metal,WANYANDI ROAD NW,4360,OLESKIW,WARD 05,53.4990736411438,-113.604398163541,"(53.4990736411438, -113.604398163541)"
57,Square Picnic Table,Wood,Metal,110 AVENUE NW,4290,MAYFIELD,WARD 01,53.5553320543929,-113.595237237273,"(53.5553320543929, -113.595237237273)"
502,Square Picnic Table,Unknown,Unknown,GATEWAY BOULEVARD NW,6110,CPR IRVINE,WARD 11,53.5177101947081,-113.494626951249,"(53.5177101947081, -113.494626951249)"
638,Square Picnic Table,Composite,Metal,MAGRATH BOULEVARD NW,5476,MAGRATH HEIGHTS,WARD 09,53.4493867894795,-113.559516918351,"(53.4493867894795, -113.559516918351)"
129,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,3350,PRINCE CHARLES,WARD 02,53.574692036836,-113.536459429337,"(53.574692036836, -113.536459429337)"
240,Square Picnic Table,Wood,Aggregate,116 AVENUE NW,2060,BELLEVUE,WARD 07,53.5685002890095,-113.449139417464,"(53.5685002890095, -113.449139417464)"
315,Square Picnic Table,Wood,Wood,135 AVENUE NW,2390,KERNOHAN,WARD 04,53.5973249246491,-113.384683839081,"(53.5973249246491, -113.384683839081)"
254,Square Picnic Table,Composite,Metal,BELVEDERE WAY NW,2080,BELVEDERE,WARD 04,53.5839720931097,-113.440772883607,"(53.5839720931097, -113.440772883607)"
192,Square Picnic Table,Wood,Metal,140 AVENUE NW,2580,NORTHMOUNT,WARD 07,53.6034264302004,-113.481539437821,"(53.6034264302004, -113.481539437821)"
357,Square Picnic Table,Wood,Metal,HEMINGWAY ROAD NW,4461,THE HAMPTONS,WARD 05,53.4870034751945,-113.670307037336,"(53.4870034751945, -113.670307037336)"
233,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD SOUTH NW,6470,MEYONOHK,WARD 11,53.4550076448941,-113.456120409211,"(53.4550076448941, -113.456120409211)"
237,Square Picnic Table,Wood,Wood,81 STREET NW,6310,HOLYROOD,WARD 08,53.5329591235524,-113.453723044982,"(53.5329591235524, -113.453723044982)"
162,Square Picnic Table,Concrete,Aggregate,106 STREET NW,5360,RIDEAU PARK,WARD 10,53.475857460927,-113.505536187463,"(53.475857460927, -113.505536187463)"
66,Square Picnic Table,Wood,Metal,156 STREET NW,4280,LYNNWOOD,WARD 05,53.5164674689375,-113.589832402372,"(53.5164674689375, -113.589832402372)"
119,Square Picnic Table,Metal,Metal,39A AVENUE NW,5020,ASPEN GARDENS,WARD 10,53.4748037249659,-113.542617513222,"(53.4748037249659, -113.542617513222)"
35,Square Picnic Table,Wood,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,WARD 05,53.5059904637532,-113.625978822971,"(53.5059904637532, -113.625978822971)"
124,Square Picnic Table,Wood,Aggregate,87 AVENUE NW,5580,WINDSOR PARK,WARD 08,53.5232213713122,-113.535753627126,"(53.5232213713122, -113.535753627126)"
635,Square Picnic Table,Composite,Metal,88A AVENUE NW,4730,SUDER GREENS,WARD 01,53.5217258630123,-113.684002957921,"(53.5217258630123, -113.684002957921)"
219,Square Picnic Table,Wood,Aggregate,74 STREET NW,2400,KILDARE,WARD 07,53.605592472862,-113.456134002793,"(53.605592472862, -113.456134002793)"
213,Square Picnic Table,Metal,Wood,81 STREET NW,6360,KING EDWARD PARK,WARD 11,53.5163367234202,-113.452272257548,"(53.5163367234202, -113.452272257548)"
105,Square Picnic Table,Wood,Metal,109 AVENUE NW,3310,NORTH GLENORA,WARD 06,53.5550613228575,-113.557000692032,"(53.5550613228575, -113.557000692032)"
20,Square Picnic Table,Wood,Aggregate,189 STREET NW,4040,BELMEAD,WARD 01,53.5291823262301,-113.648651686794,"(53.5291823262301, -113.648651686794)"
231,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,6020,AVONMORE,WARD 11,53.510146455036,-113.44867784673,"(53.510146455036, -113.44867784673)"
682,Square Picnic Table,Wood,Aggregate,MATHESON WAY NW,2541,MILLER,WARD 04,53.6127161680554,-113.415792245091,"(53.6127161680554, -113.415792245091)"
143,Square Picnic Table,Wood,Metal,SADDLEBACK ROAD NW,5460,SKYRATTLER,WARD 10,53.4504760592632,-113.524260251001,"(53.4504760592632, -113.524260251001)"
8,Square Picnic Table,Wood,Metal,PARDEE BAY NW,4710,POTTER GREENS,WARD 01,53.5182867934505,-113.664555887359,"(53.5182867934505, -113.664555887359)"
9,Other Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,WARD 05,53.5056402173755,-113.672620236855,"(53.5056402173755, -113.672620236855)"
821,Square Picnic Table,Wood,Metal,150 AVENUE NW,2260,EVANSDALE,WARD 03,53.6101505621963,-113.482235652405,"(53.6101505621963, -113.482235652405)"
221,Square Picnic Table,Composite,Metal,128 AVENUE NW,2020,BALWIN,WARD 07,53.5858547718889,-113.450123794647,"(53.5858547718889, -113.450123794647)"
155,Square Picnic Table,Wood,Aggregate,BEAUMARIS ROAD NW,3280,LORELEI,WARD 03,53.621461277222,-113.506824631666,"(53.621461277222, -113.506824631666)"
294,Square Picnic Table,Wood,Aggregate,JORDAN CRESCENT NW,6330,JACKSON HEIGHTS,WARD 12,53.4830688010729,-113.407819954264,"(53.4830688010729, -113.407819954264)"
39,Square Picnic Table,Wood,Aggregate,94 AVENUE NW,4520,SUMMERLEA,WARD 01,53.5301175626606,-113.619148744016,"(53.5301175626606, -113.619148744016)"
627,Square Picnic Table,Wood,Aggregate,176 STREET NW,4540,TERRA LOSA,WARD 01,53.5299019630292,-113.626912734189,"(53.5299019630292, -113.626912734189)"
700,Square Picnic Table,Wood,Metal,TAMARACK GREEN NW,6443,TAMARACK,WARD 12,53.4698208427422,-113.359655590557,"(53.4698208427422, -113.359655590557)"
267,Square Picnic Table,Wood,Metal,FULTON ROAD NW,6240,FULTON PLACE,WARD 08,53.5464040337762,-113.424069272812,"(53.5464040337762, -113.424069272812)"
326,Square Picnic Table,Wood,Metal,14 AVENUE SW,6213,SUMMERSIDE,WARD 12,53.4208023515469,-113.458567172343,"(53.4208023515469, -113.458567172343)"
320,Square Picnic Table,Wood,Aggregate,17 STREET NW,6410,MAPLE RIDGE,WARD 11,53.5015697946865,-113.36788198453,"(53.5015697946865, -113.36788198453)"
711,Square Picnic Table,Concrete,Concrete,3 AVENUE SW,6661,CHARLESWORTH,WARD 12,53.4295516778257,-113.431780165716,"(53.4295516778257, -113.431780165716)"
218,Square Picnic Table,Metal,Metal,79 STREET NW,2410,KILKENNY,WARD 03,53.6117966708536,-113.462207636963,"(53.6117966708536, -113.462207636963)"
177,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,1250,WESTWOOD,WARD 02,53.5758946369581,-113.499808230785,"(53.5758946369581, -113.499808230785)"
154,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,WARD 03,53.616760639904,-113.497425196228,"(53.616760639904, -113.497425196228)"
257,Square Picnic Table,Wood,Metal,88 AVENUE NW,6350,KENILWORTH,WARD 08,53.5229994153565,-113.437607738832,"(53.5229994153565, -113.437607738832)"
423,Square Picnic Table,Wood,Aggregate,158 AVENUE NW,3470,CARLTON,WARD 02,53.6199398428408,-113.559567241023,"(53.6199398428408, -113.559567241023)"
285,Square Picnic Table,Metal,Metal,115 AVENUE NW,2100,BEVERLY HEIGHTS,WARD 07,53.567917888141,-113.412752256753,"(53.567917888141, -113.412752256753)"
232,Square Picnic Table,Wood,Metal,17 AVENUE NW,6680,SATOO,WARD 11,53.4461604449306,-113.458588297317,"(53.4461604449306, -113.458588297317)"
139,Square Picnic Table,Wood,Aggregate,31 AVENUE NW,5490,SWEET GRASS,WARD 10,53.4627005388982,-113.529691091361,"(53.4627005388982, -113.529691091361)"
302,Square Picnic Table,Wood,Aggregate,132A AVENUE NW,2070,BELMONT,WARD 04,53.5935610475223,-113.393693151837,"(53.5935610475223, -113.393693151837)"
735,Square Picnic Table,Wood,Metal,101 STREET SW,6214,ELLERSLIE INDUSTRIAL,WARD 12,53.4110260641604,-113.491165171842,"(53.4110260641604, -113.491165171842)"
359,Square Picnic Table,Wood,Aggregate,SILVER BERRY ROAD NW,6442,SILVER BERRY,WARD 12,53.4574603516693,-113.384074559111,"(53.4574603516693, -113.384074559111)"
255,Square Picnic Table,Wood,Metal,71 STREET NW,6730,TERRACE HEIGHTS,WARD 08,53.5392034430031,-113.436332671732,"(53.5392034430031, -113.436332671732)"
313,Square Picnic Table,Wood,Aggregate,36A AVENUE NW,6790,WILD ROSE,WARD 12,53.470156300169,-113.385056047081,"(53.470156300169, -113.385056047081)"
441,Round Picnic Table,Composite,Metal,70 AVENUE NW,5310,PARKALLEN,WARD 10,53.5067647223001,-113.513154128495,"(53.5067647223001, -113.513154128495)"
169,Square Picnic Table,Wood,Metal,115 AVENUE NW,1230,SPRUCE AVENUE,WARD 02,53.5651785287368,-113.49766223963,"(53.5651785287368, -113.49766223963)"
769,Square Picnic Table,Wood,Aggregate,51 STREET NW,2720,YORK,WARD 04,53.603813851677,-113.421385615943,"(53.603813851677, -113.421385615943)"
4,Square Picnic Table,Wood,Aggregate,WEST VIEW BOULEVARD NW,4620,WESTVIEW VILLAGE,WARD 01,53.5533011877225,-113.692456059347,"(53.5533011877225, -113.692456059347)"
191,Square Picnic Table,Metal,Wood,130A AVENUE NW,2420,KILLARNEY,WARD 07,53.5904686510045,-113.474882978999,"(53.5904686510045, -113.474882978999)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5049828823227,-113.470790512487,"(53.5049828823227, -113.470790512487)"
134,Square Picnic Table,Wood,Metal,43 AVENUE NW,5430,ROYAL GARDENS,WARD 10,53.4804377690034,-113.522474572965,"(53.4804377690034, -113.522474572965)"
65,Square Picnic Table,Metal,Wood,92 AVENUE NW,4310,MEADOWLARK PARK,WARD 01,53.5257977008452,-113.596883430911,"(53.5257977008452, -113.596883430911)"
212,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,6710,STRATHEARN,WARD 08,53.5327560346504,-113.464469143106,"(53.5327560346504, -113.464469143106)"
15,Square Picnic Table,Wood,Aggregate,188 STREET NW,4270,LYMBURN,WARD 05,53.5060893581394,-113.64783143764,"(53.5060893581394, -113.64783143764)"
757,Square Picnic Table,Wood,Aggregate,OZERNA ROAD NW,2600,OZERNA,WARD 03,53.6208127568892,-113.448655157268,"(53.6208127568892, -113.448655157268)"
199,Square Picnic Table,Wood,Metal,37 AVENUE NW,6700,STRATHCONA INDUSTRIAL PARK,WARD 11,53.472276737968,-113.468064734484,"(53.472276737968, -113.468064734484)"
269,Square Picnic Table,Wood,Metal,54 STREET NW,6061,CAPILANO,WARD 08,53.5557648304587,-113.422422309214,"(53.5557648304587, -113.422422309214)"
238,Square Picnic Table,Wood,Aggregate,86 AVENUE NW,6320,IDYLWYLDE,WARD 08,53.5223642505461,-113.453245684063,"(53.5223642505461, -113.453245684063)"
681,Square Picnic Table,Metal,Metal,BRINTNELL BOULEVARD NW,2110,BRINTNELL,WARD 04,53.619235632362,-113.407352740226,"(53.619235632362, -113.407352740226)"
823,Square Picnic Table,Metal,Metal,95 STREET NW,2241,EAUX CLAIRES,WARD 03,53.6218242240701,-113.485780709192,"(53.6218242240701, -113.485780709192)"
53,Square Picnic Table,Wood,Metal,164 STREET NW,4180,GLENWOOD,WARD 01,53.5357660148602,-113.604820172195,"(53.5357660148602, -113.604820172195)"
19,Square Picnic Table,Wood,Aggregate,97A AVENUE NW,4240,LA PERLE,WARD 01,53.5330775995143,-113.643842069134,"(53.5330775995143, -113.643842069134)"
100,Square Picnic Table,Metal,Metal,HODGSON ROAD NW,5620,HODGSON,WARD 09,53.4586063371205,-113.558533001819,"(53.4586063371205, -113.558533001819)"
844,Square Picnic Table,Composite,Metal,75 AVENUE NW,6610,RITCHIE,WARD 11,53.5105044408891,-113.481879699772,"(53.5105044408891, -113.481879699772)"
77,Square Picnic Table,Wood,Metal,90 AVENUE NW,4230,JASPER PARK,WARD 01,53.5239310354675,-113.587739450218,"(53.5239310354675, -113.587739450218)"
115,Square Picnic Table,Wood,Aggregate,122 AVENUE NW,3410,SHERBROOKE,WARD 02,53.5748599369551,-113.548400936408,"(53.5748599369551, -113.548400936408)"
45,Square Picnic Table,Wood,Metal,WOLF WILLOW ROAD NW,4610,WESTRIDGE,WARD 05,53.5063890706241,-113.605066247236,"(53.5063890706241, -113.605066247236)"
78,Square Picnic Table,Wood,Metal,76A AVENUE NW,4430,RIO TERRACE,WARD 05,53.5093626672956,-113.582047718754,"(53.5093626672956, -113.582047718754)"
260,Square Picnic Table,Wood,Wood,ROPER ROAD NW,6640,ROPER INDUSTRIAL,WARD 11,53.4955755915892,-113.431707409118,"(53.4955755915892, -113.431707409118)"
272,Square Picnic Table,Composite,Metal,54 STREET NW,2340,HOLLICK-KENYON,WARD 04,53.6212995300262,-113.419797646631,"(53.6212995300262, -113.419797646631)"
298,Square Picnic Table,Metal,Metal,37 STREET NW,6150,DALY GROVE,WARD 12,53.4489304303945,-113.399600367315,"(53.4489304303945, -113.399600367315)"
758,Square Picnic Table,Wood,Aggregate,161A AVENUE NW,2511,MAYLIEWAN,WARD 03,53.6223384478312,-113.459250336479,"(53.6223384478312, -113.459250336479)"
328,Square Picnic Table,Wood,Aggregate,BLACKMUD CREEK DRIVE SW,5453,BLACKMUD CREEK,WARD 09,53.4203801542471,-113.513007406054,"(53.4203801542471, -113.513007406054)"
715,Square Picnic Table,Wood,Metal,94A AVENUE NW,4487,SECORD,WARD 01,53.5311894689886,-113.691845132434,"(53.5311894689886, -113.691845132434)"
56,Square Picnic Table,Wood,Aggregate,78 AVENUE NW,4390,PATRICIA HEIGHTS,WARD 05,53.5107541248435,-113.603968291998,"(53.5107541248435, -113.603968291998)"
816,Square Picnic Table,Wood,Aggregate,84 STREET NW,2050,BELLE RIVE,WARD 03,53.6196054825734,-113.470762744081,"(53.6196054825734, -113.470762744081)"
311,Square Picnic Table,Wood,Aggregate,30 STREET NW,6390,LARKSPUR,WARD 12,53.48035263942,-113.386567558297,"(53.48035263942, -113.386567558297)"